round,treatment,interval,controller,symbol,stage,relation,eligible_rows,total_rows,eligible_fraction
55,ai_program_augmented,policy_development,pooled_nine_consensus,BTCUSDT,all_view_positive,exact_rule_stage,5,1487,0.0033624747814391394
55,ai_program_augmented,policy_development,pooled_nine_consensus,BTCUSDT,all_view_positive_preferred,exact_rule_stage,5,1487,0.0033624747814391394
55,ai_program_augmented,policy_development,pooled_nine_consensus,BTCUSDT,all_view_seed_supported,exact_rule_stage,5,1487,0.0033624747814391394
55,ai_program_augmented,policy_development,pooled_nine_consensus,BTCUSDT,controller_model_eligible,controller_stage,9,1487,0.00605245460659045
55,ai_program_augmented,policy_development,pooled_nine_consensus,BTCUSDT,liquidity_eligible,market_gate,992,1487,0.6671149966375253
55,ai_program_augmented,policy_development,pooled_nine_consensus,BTCUSDT,volatility_eligible,market_gate,1474,1487,0.9912575655682583
55,ai_program_augmented,policy_development,pooled_nine_consensus,BTCUSDT,model_plus_liquidity,controller_stage,8,1487,0.005379959650302623
55,ai_program_augmented,policy_development,pooled_nine_consensus,BTCUSDT,model_plus_volatility,controller_stage,9,1487,0.00605245460659045
55,ai_program_augmented,policy_development,pooled_nine_consensus,BTCUSDT,market_eligible,controller_stage,8,1487,0.005379959650302623
55,ai_program_augmented,policy_development,pooled_nine_consensus,BTCUSDT,market_eligible_long,controller_side,8,1487,0.005379959650302623
55,ai_program_augmented,policy_development,pooled_nine_consensus,BTCUSDT,market_eligible_short,controller_side,0,1487,0.0
55,ai_program_augmented,policy_development,pooled_nine_consensus,ETHUSDT,all_rows,denominator,1487,1487,1.0
55,ai_program_augmented,policy_development,pooled_nine_consensus,ETHUSDT,any_view_vote,independent_model_stage,41,1487,0.02757229320780094
55,ai_program_augmented,policy_development,pooled_nine_consensus,ETHUSDT,two_view_side_agreement,independent_model_stage,18,1487,0.0121049092131809
55,ai_program_augmented,policy_development,pooled_nine_consensus,ETHUSDT,all_view_positive,exact_rule_stage,7,1487,0.004707464694014795
55,ai_program_augmented,policy_development,pooled_nine_consensus,ETHUSDT,all_view_positive_preferred,exact_rule_stage,7,1487,0.004707464694014795
55,ai_program_augmented,policy_development,pooled_nine_consensus,ETHUSDT,all_view_seed_supported,exact_rule_stage,7,1487,0.004707464694014795
55,ai_program_augmented,policy_development,pooled_nine_consensus,ETHUSDT,controller_model_eligible,controller_stage,14,1487,0.00941492938802959
55,ai_program_augmented,policy_development,pooled_nine_consensus,ETHUSDT,liquidity_eligible,market_gate,991,1487,0.6664425016812374
55,ai_program_augmented,policy_development,pooled_nine_consensus,ETHUSDT,volatility_eligible,market_gate,1472,1487,0.9899125756556826
55,ai_program_augmented,policy_development,pooled_nine_consensus,ETHUSDT,model_plus_liquidity,controller_stage,14,1487,0.00941492938802959
55,ai_program_augmented,policy_development,pooled_nine_consensus,ETHUSDT,model_plus_volatility,controller_stage,13,1487,0.008742434431741762
55,ai_program_augmented,policy_development,pooled_nine_consensus,ETHUSDT,market_eligible,controller_stage,13,1487,0.008742434431741762
55,ai_program_augmented,policy_development,pooled_nine_consensus,ETHUSDT,market_eligible_long,controller_side,12,1487,0.008069939475453935
55,ai_program_augmented,policy_development,pooled_nine_consensus,ETHUSDT,market_eligible_short,controller_side,1,1487,0.0006724949562878278
55,ai_program_augmented,policy_development,pooled_nine_consensus,SOLUSDT,all_rows,denominator,1487,1487,1.0
55,ai_program_augmented,policy_development,pooled_nine_consensus,SOLUSDT,any_view_vote,independent_model_stage,51,1487,0.03429724277067922
55,ai_program_augmented,policy_development,pooled_nine_consensus,SOLUSDT,two_view_side_agreement,independent_model_stage,11,1487,0.007397444519166106
55,ai_program_augmented,policy_development,pooled_nine_consensus,SOLUSDT,all_view_positive,exact_rule_stage,4,1487,0.0026899798251513113
55,ai_program_augmented,policy_development,pooled_nine_consensus,SOLUSDT,all_view_positive_preferred,exact_rule_stage,4,1487,0.0026899798251513113
55,ai_program_augmented,policy_development,pooled_nine_consensus,SOLUSDT,all_view_seed_supported,exact_rule_stage,4,1487,0.0026899798251513113
55,ai_program_augmented,policy_development,pooled_nine_consensus,SOLUSDT,controller_model_eligible,controller_stage,7,1487,0.004707464694014795
55,ai_program_augmented,policy_development,pooled_nine_consensus,SOLUSDT,liquidity_eligible,market_gate,1079,1487,0.7256220578345662
55,ai_program_augmented,policy_development,pooled_nine_consensus,SOLUSDT,volatility_eligible,market_gate,1480,1487,0.9952925353059852
55,ai_program_augmented,policy_development,pooled_nine_consensus,SOLUSDT,model_plus_liquidity,controller_stage,7,1487,0.004707464694014795
55,ai_program_augmented,policy_development,pooled_nine_consensus,SOLUSDT,model_plus_volatility,controller_stage,7,1487,0.004707464694014795
55,ai_program_augmented,policy_development,pooled_nine_consensus,SOLUSDT,market_eligible,controller_stage,7,1487,0.004707464694014795
55,ai_program_augmented,policy_development,pooled_nine_consensus,SOLUSDT,market_eligible_long,controller_side,7,1487,0.004707464694014795
55,ai_program_augmented,policy_development,pooled_nine_consensus,SOLUSDT,market_eligible_short,controller_side,0,1487,0.0
55,ai_program_augmented,development_holdout,all_view_consensus,ALL,all_rows,denominator,2157,2157,1.0
55,ai_program_augmented,development_holdout,all_view_consensus,ALL,any_view_vote,independent_model_stage,46,2157,0.02132591562355123
55,ai_program_augmented,development_holdout,all_view_consensus,ALL,two_view_side_agreement,independent_model_stage,13,2157,0.00602688919796013
55,ai_program_augmented,development_holdout,all_view_consensus,ALL,all_view_positive,exact_rule_stage,5,2157,0.0023180343069077423
55,ai_program_augmented,development_holdout,all_view_consensus,ALL,all_view_positive_preferred,exact_rule_stage,5,2157,0.0023180343069077423
55,ai_program_augmented,development_holdout,all_view_consensus,ALL,all_view_seed_supported,exact_rule_stage,5,2157,0.0023180343069077423
55,ai_program_augmented,development_holdout,all_view_consensus,ALL,controller_model_eligible,controller_stage,5,2157,0.0023180343069077423
55,ai_program_augmented,development_holdout,all_view_consensus,ALL,liquidity_eligible,market_gate,1402,2157,0.6499768196569309
55,ai_program_augmented,development_holdout,all_view_consensus,ALL,volatility_eligible,market_gate,2146,2157,0.9949003245248029
55,ai_program_augmented,development_holdout,all_view_consensus,ALL,model_plus_liquidity,controller_stage,5,2157,0.0023180343069077423
55,ai_program_augmented,development_holdout,all_view_consensus,ALL,model_plus_volatility,controller_stage,5,2157,0.0023180343069077423
55,ai_program_augmented,development_holdout,all_view_consensus,ALL,market_eligible,controller_stage,5,2157,0.0023180343069077423
55,ai_program_augmented,development_holdout,all_view_consensus,ALL,market_eligible_long,controller_side,5,2157,0.0023180343069077423
55,ai_program_augmented,development_holdout,all_view_consensus,ALL,market_eligible_short,controller_side,0,2157,0.0
55,ai_program_augmented,development_holdout,all_view_consensus,BTCUSDT,all_rows,denominator,719,719,1.0
55,ai_program_augmented,development_holdout,all_view_consensus,BTCUSDT,any_view_vote,independent_model_stage,12,719,0.016689847009735744
55,ai_program_augmented,development_holdout,all_view_consensus,BTCUSDT,two_view_side_agreement,independent_model_stage,4,719,0.005563282336578581
55,ai_program_augmented,development_holdout,all_view_consensus,BTCUSDT,all_view_positive,exact_rule_stage,1,719,0.0013908205841446453
55,ai_program_augmented,development_holdout,all_view_consensus,BTCUSDT,all_view_positive_preferred,exact_rule_stage,1,719,0.0013908205841446453
55,ai_program_augmented,development_holdout,all_view_consensus,BTCUSDT,all_view_seed_supported,exact_rule_stage,1,719,0.0013908205841446453
55,ai_program_augmented,development_holdout,all_view_consensus,BTCUSDT,controller_model_eligible,controller_stage,1,719,0.0013908205841446453
55,ai_program_augmented,development_holdout,all_view_consensus,BTCUSDT,liquidity_eligible,market_gate,468,719,0.650904033379694
55,ai_program_augmented,development_holdout,all_view_consensus,BTCUSDT,volatility_eligible,market_gate,714,719,0.9930458970792768
55,ai_program_augmented,development_holdout,all_view_consensus,BTCUSDT,model_plus_liquidity,controller_stage,1,719,0.0013908205841446453
55,ai_program_augmented,development_holdout,all_view_consensus,BTCUSDT,model_plus_volatility,controller_stage,1,719,0.0013908205841446453
55,ai_program_augmented,development_holdout,all_view_consensus,BTCUSDT,market_eligible,controller_stage,1,719,0.0013908205841446453
55,ai_program_augmented,development_holdout,all_view_consensus,BTCUSDT,market_eligible_long,controller_side,1,719,0.0013908205841446453
55,ai_program_augmented,development_holdout,all_view_consensus,BTCUSDT,market_eligible_short,controller_side,0,719,0.0
55,ai_program_augmented,development_holdout,all_view_consensus,ETHUSDT,all_rows,denominator,719,719,1.0
55,ai_program_augmented,development_holdout,all_view_consensus,ETHUSDT,any_view_vote,independent_model_stage,17,719,0.02364394993045897
55,ai_program_augmented,development_holdout,all_view_consensus,ETHUSDT,two_view_side_agreement,independent_model_stage,5,719,0.006954102920723227
55,ai_program_augmented,development_holdout,all_view_consensus,ETHUSDT,all_view_positive,exact_rule_stage,2,719,0.0027816411682892906
55,ai_program_augmented,development_holdout,all_view_consensus,ETHUSDT,all_view_positive_preferred,exact_rule_stage,2,719,0.0027816411682892906
55,ai_program_augmented,development_holdout,all_view_consensus,ETHUSDT,all_view_seed_supported,exact_rule_stage,2,719,0.0027816411682892906
55,ai_program_augmented,development_holdout,all_view_consensus,ETHUSDT,controller_model_eligible,controller_stage,2,719,0.0027816411682892906
55,ai_program_augmented,development_holdout,all_view_consensus,ETHUSDT,liquidity_eligible,market_gate,462,719,0.6425591098748261
55,ai_program_augmented,development_holdout,all_view_consensus,ETHUSDT,volatility_eligible,market_gate,715,719,0.9944367176634215
55,ai_program_augmented,development_holdout,all_view_consensus,ETHUSDT,model_plus_liquidity,controller_stage,2,719,0.0027816411682892906
55,ai_program_augmented,development_holdout,all_view_consensus,ETHUSDT,model_plus_volatility,controller_stage,2,719,0.0027816411682892906
55,ai_program_augmented,development_holdout,all_view_consensus,ETHUSDT,market_eligible,controller_stage,2,719,0.0027816411682892906
55,ai_program_augmented,development_holdout,all_view_consensus,ETHUSDT,market_eligible_long,controller_side,2,719,0.0027816411682892906
55,ai_program_augmented,development_holdout,all_view_consensus,ETHUSDT,market_eligible_short,controller_side,0,719,0.0
55,ai_program_augmented,development_holdout,all_view_consensus,SOLUSDT,all_rows,denominator,719,719,1.0
55,ai_program_augmented,development_holdout,all_view_consensus,SOLUSDT,any_view_vote,independent_model_stage,17,719,0.02364394993045897
55,ai_program_augmented,development_holdout,all_view_consensus,SOLUSDT,two_view_side_agreement,independent_model_stage,4,719,0.005563282336578581
55,ai_program_augmented,development_holdout,all_view_consensus,SOLUSDT,all_view_positive,exact_rule_stage,2,719,0.0027816411682892906
55,ai_program_augmented,development_holdout,all_view_consensus,SOLUSDT,all_view_positive_preferred,exact_rule_stage,2,719,0.0027816411682892906
55,ai_program_augmented,development_holdout,all_view_consensus,SOLUSDT,all_view_seed_supported,exact_rule_stage,2,719,0.0027816411682892906
55,ai_program_augmented,development_holdout,all_view_consensus,SOLUSDT,controller_model_eligible,controller_stage,2,719,0.0027816411682892906
55,ai_program_augmented,development_holdout,all_view_consensus,SOLUSDT,liquidity_eligible,market_gate,472,719,0.6564673157162726
55,ai_program_augmented,development_holdout,all_view_consensus,SOLUSDT,volatility_eligible,market_gate,717,719,0.9972183588317107
55,ai_program_augmented,development_holdout,all_view_consensus,SOLUSDT,model_plus_liquidity,controller_stage,2,719,0.0027816411682892906
55,ai_program_augmented,development_holdout,all_view_consensus,SOLUSDT,model_plus_volatility,controller_stage,2,719,0.0027816411682892906
55,ai_program_augmented,development_holdout,all_view_consensus,SOLUSDT,market_eligible,controller_stage,2,719,0.0027816411682892906
55,ai_program_augmented,development_holdout,all_view_consensus,SOLUSDT,market_eligible_long,controller_side,2,719,0.0027816411682892906
55,ai_program_augmented,development_holdout,all_view_consensus,SOLUSDT,market_eligible_short,controller_side,0,719,0.0
55,ai_program_augmented,development_holdout,majority_view_consensus,ALL,all_rows,denominator,2157,2157,1.0
55,ai_program_augmented,development_holdout,majority_view_consensus,ALL,any_view_vote,independent_model_stage,46,2157,0.02132591562355123
55,ai_program_augmented,development_holdout,majority_view_consensus,ALL,two_view_side_agreement,independent_model_stage,13,2157,0.00602688919796013
55,ai_program_augmented,development_holdout,majority_view_consensus,ALL,all_view_positive,exact_rule_stage,5,2157,0.0023180343069077423
55,ai_program_augmented,development_holdout,majority_view_consensus,ALL,all_view_positive_preferred,exact_rule_stage,5,2157,0.0023180343069077423
55,ai_program_augmented,development_holdout,majority_view_consensus,ALL,all_view_seed_supported,exact_rule_stage,5,2157,0.0023180343069077423
55,ai_program_augmented,development_holdout,majority_view_consensus,ALL,controller_model_eligible,controller_stage,13,2157,0.00602688919796013
55,ai_program_augmented,development_holdout,majority_view_consensus,ALL,liquidity_eligible,market_gate,1402,2157,0.6499768196569309
55,ai_program_augmented,development_holdout,majority_view_consensus,ALL,volatility_eligible,market_gate,2146,2157,0.9949003245248029
55,ai_program_augmented,development_holdout,majority_view_consensus,ALL,model_plus_liquidity,controller_stage,13,2157,0.00602688919796013
55,ai_program_augmented,development_holdout,majority_view_consensus,ALL,model_plus_volatility,controller_stage,13,2157,0.00602688919796013
55,ai_program_augmented,development_holdout,majority_view_consensus,ALL,market_eligible,controller_stage,13,2157,0.00602688919796013
55,ai_program_augmented,development_holdout,majority_view_consensus,ALL,market_eligible_long,controller_side,12,2157,0.005563282336578581
55,ai_program_augmented,development_holdout,majority_view_consensus,ALL,market_eligible_short,controller_side,1,2157,0.0004636068613815484
55,ai_program_augmented,development_holdout,majority_view_consensus,BTCUSDT,all_rows,denominator,719,719,1.0
55,ai_program_augmented,development_holdout,majority_view_consensus,BTCUSDT,any_view_vote,independent_model_stage,12,719,0.016689847009735744
55,ai_program_augmented,development_holdout,majority_view_consensus,BTCUSDT,two_view_side_agreement,independent_model_stage,4,719,0.005563282336578581
55,ai_program_augmented,development_holdout,majority_view_consensus,BTCUSDT,all_view_positive,exact_rule_stage,1,719,0.0013908205841446453
55,ai_program_augmented,development_holdout,majority_view_consensus,BTCUSDT,all_view_positive_preferred,exact_rule_stage,1,719,0.0013908205841446453
55,ai_program_augmented,development_holdout,majority_view_consensus,BTCUSDT,all_view_seed_supported,exact_rule_stage,1,719,0.0013908205841446453
55,ai_program_augmented,development_holdout,majority_view_consensus,BTCUSDT,controller_model_eligible,controller_stage,4,719,0.005563282336578581
55,ai_program_augmented,development_holdout,majority_view_consensus,BTCUSDT,liquidity_eligible,market_gate,468,719,0.650904033379694
55,ai_program_augmented,development_holdout,majority_view_consensus,BTCUSDT,volatility_eligible,market_gate,714,719,0.9930458970792768
55,ai_program_augmented,development_holdout,majority_view_consensus,BTCUSDT,model_plus_liquidity,controller_stage,4,719,0.005563282336578581
55,ai_program_augmented,development_holdout,majority_view_consensus,BTCUSDT,model_plus_volatility,controller_stage,4,719,0.005563282336578581
55,ai_program_augmented,development_holdout,majority_view_consensus,BTCUSDT,market_eligible,controller_stage,4,719,0.005563282336578581
55,ai_program_augmented,development_holdout,majority_view_consensus,BTCUSDT,market_eligible_long,controller_side,4,719,0.005563282336578581
55,ai_program_augmented,development_holdout,majority_view_consensus,BTCUSDT,market_eligible_short,controller_side,0,719,0.0
55,ai_program_augmented,development_holdout,majority_view_consensus,ETHUSDT,all_rows,denominator,719,719,1.0
55,ai_program_augmented,development_holdout,majority_view_consensus,ETHUSDT,any_view_vote,independent_model_stage,17,719,0.02364394993045897
55,ai_program_augmented,development_holdout,majority_view_consensus,ETHUSDT,two_view_side_agreement,independent_model_stage,5,719,0.006954102920723227
55,ai_program_augmented,development_holdout,majority_view_consensus,ETHUSDT,all_view_positive,exact_rule_stage,2,719,0.0027816411682892906
55,ai_program_augmented,development_holdout,majority_view_consensus,ETHUSDT,all_view_positive_preferred,exact_rule_stage,2,719,0.0027816411682892906
55,ai_program_augmented,development_holdout,majority_view_consensus,ETHUSDT,all_view_seed_supported,exact_rule_stage,2,719,0.0027816411682892906
55,ai_program_augmented,development_holdout,majority_view_consensus,ETHUSDT,controller_model_eligible,controller_stage,5,719,0.006954102920723227
55,ai_program_augmented,development_holdout,majority_view_consensus,ETHUSDT,liquidity_eligible,market_gate,462,719,0.6425591098748261
55,ai_program_augmented,development_holdout,majority_view_consensus,ETHUSDT,volatility_eligible,market_gate,715,719,0.9944367176634215
55,ai_program_augmented,development_holdout,majority_view_consensus,ETHUSDT,model_plus_liquidity,controller_stage,5,719,0.006954102920723227
55,ai_program_augmented,development_holdout,majority_view_consensus,ETHUSDT,model_plus_volatility,controller_stage,5,719,0.006954102920723227
55,ai_program_augmented,development_holdout,majority_view_consensus,ETHUSDT,market_eligible,controller_stage,5,719,0.006954102920723227
55,ai_program_augmented,development_holdout,majority_view_consensus,ETHUSDT,market_eligible_long,controller_side,5,719,0.006954102920723227
55,ai_program_augmented,development_holdout,majority_view_consensus,ETHUSDT,market_eligible_short,controller_side,0,719,0.0
55,ai_program_augmented,development_holdout,majority_view_consensus,SOLUSDT,all_rows,denominator,719,719,1.0
55,ai_program_augmented,development_holdout,majority_view_consensus,SOLUSDT,any_view_vote,independent_model_stage,17,719,0.02364394993045897
55,ai_program_augmented,development_holdout,majority_view_consensus,SOLUSDT,two_view_side_agreement,independent_model_stage,4,719,0.005563282336578581
55,ai_program_augmented,development_holdout,majority_view_consensus,SOLUSDT,all_view_positive,exact_rule_stage,2,719,0.0027816411682892906
55,ai_program_augmented,development_holdout,majority_view_consensus,SOLUSDT,all_view_positive_preferred,exact_rule_stage,2,719,0.0027816411682892906
55,ai_program_augmented,development_holdout,majority_view_consensus,SOLUSDT,all_view_seed_supported,exact_rule_stage,2,719,0.0027816411682892906
55,ai_program_augmented,development_holdout,majority_view_consensus,SOLUSDT,controller_model_eligible,controller_stage,4,719,0.005563282336578581
55,ai_program_augmented,development_holdout,majority_view_consensus,SOLUSDT,liquidity_eligible,market_gate,472,719,0.6564673157162726
55,ai_program_augmented,development_holdout,majority_view_consensus,SOLUSDT,volatility_eligible,market_gate,717,719,0.9972183588317107
55,ai_program_augmented,development_holdout,majority_view_consensus,SOLUSDT,model_plus_liquidity,controller_stage,4,719,0.005563282336578581
55,ai_program_augmented,development_holdout,majority_view_consensus,SOLUSDT,model_plus_volatility,controller_stage,4,719,0.005563282336578581
55,ai_program_augmented,development_holdout,majority_view_consensus,SOLUSDT,market_eligible,controller_stage,4,719,0.005563282336578581
55,ai_program_augmented,development_holdout,majority_view_consensus,SOLUSDT,market_eligible_long,controller_side,3,719,0.004172461752433936
55,ai_program_augmented,development_holdout,majority_view_consensus,SOLUSDT,market_eligible_short,controller_side,1,719,0.0013908205841446453
55,ai_program_augmented,development_holdout,pooled_nine_consensus,ALL,all_rows,denominator,2157,2157,1.0
55,ai_program_augmented,development_holdout,pooled_nine_consensus,ALL,any_view_vote,independent_model_stage,46,2157,0.02132591562355123
55,ai_program_augmented,development_holdout,pooled_nine_consensus,ALL,two_view_side_agreement,independent_model_stage,13,2157,0.00602688919796013
55,ai_program_augmented,development_holdout,pooled_nine_consensus,ALL,all_view_positive,exact_rule_stage,5,2157,0.0023180343069077423
55,ai_program_augmented,development_holdout,pooled_nine_consensus,ALL,all_view_positive_preferred,exact_rule_stage,5,2157,0.0023180343069077423
55,ai_program_augmented,development_holdout,pooled_nine_consensus,ALL,all_view_seed_supported,exact_rule_stage,5,2157,0.0023180343069077423
55,ai_program_augmented,development_holdout,pooled_nine_consensus,ALL,controller_model_eligible,controller_stage,8,2157,0.0037088548910523874
55,ai_program_augmented,development_holdout,pooled_nine_consensus,ALL,liquidity_eligible,market_gate,1402,2157,0.6499768196569309
55,ai_program_augmented,development_holdout,pooled_nine_consensus,ALL,volatility_eligible,market_gate,2146,2157,0.9949003245248029
55,ai_program_augmented,development_holdout,pooled_nine_consensus,ALL,model_plus_liquidity,controller_stage,8,2157,0.0037088548910523874
55,ai_program_augmented,development_holdout,pooled_nine_consensus,ALL,model_plus_volatility,controller_stage,8,2157,0.0037088548910523874
55,ai_program_augmented,development_holdout,pooled_nine_consensus,ALL,market_eligible,controller_stage,8,2157,0.0037088548910523874
55,ai_program_augmented,development_holdout,pooled_nine_consensus,ALL,market_eligible_long,controller_side,8,2157,0.0037088548910523874
55,ai_program_augmented,development_holdout,pooled_nine_consensus,ALL,market_eligible_short,controller_side,0,2157,0.0
55,ai_program_augmented,development_holdout,pooled_nine_consensus,BTCUSDT,all_rows,denominator,719,719,1.0
55,ai_program_augmented,development_holdout,pooled_nine_consensus,BTCUSDT,any_view_vote,independent_model_stage,12,719,0.016689847009735744
55,ai_program_augmented,development_holdout,pooled_nine_consensus,BTCUSDT,two_view_side_agreement,independent_model_stage,4,719,0.005563282336578581
55,ai_program_augmented,development_holdout,pooled_nine_consensus,BTCUSDT,all_view_positive,exact_rule_stage,1,719,0.0013908205841446453
55,ai_program_augmented,development_holdout,pooled_nine_consensus,BTCUSDT,all_view_positive_preferred,exact_rule_stage,1,719,0.0013908205841446453
55,ai_program_augmented,development_holdout,pooled_nine_consensus,BTCUSDT,all_view_seed_supported,exact_rule_stage,1,719,0.0013908205841446453
55,ai_program_augmented,development_holdout,pooled_nine_consensus,BTCUSDT,controller_model_eligible,controller_stage,3,719,0.004172461752433936
55,ai_program_augmented,development_holdout,pooled_nine_consensus,BTCUSDT,liquidity_eligible,market_gate,468,719,0.650904033379694
55,ai_program_augmented,development_holdout,pooled_nine_consensus,BTCUSDT,volatility_eligible,market_gate,714,719,0.9930458970792768
55,ai_program_augmented,development_holdout,pooled_nine_consensus,BTCUSDT,model_plus_liquidity,controller_stage,3,719,0.004172461752433936
55,ai_program_augmented,development_holdout,pooled_nine_consensus,BTCUSDT,model_plus_volatility,controller_stage,3,719,0.004172461752433936
55,ai_program_augmented,development_holdout,pooled_nine_consensus,BTCUSDT,market_eligible,controller_stage,3,719,0.004172461752433936
55,ai_program_augmented,development_holdout,pooled_nine_consensus,BTCUSDT,market_eligible_long,controller_side,3,719,0.004172461752433936
55,ai_program_augmented,development_holdout,pooled_nine_consensus,BTCUSDT,market_eligible_short,controller_side,0,719,0.0
55,ai_program_augmented,development_holdout,pooled_nine_consensus,ETHUSDT,all_rows,denominator,719,719,1.0
55,ai_program_augmented,development_holdout,pooled_nine_consensus,ETHUSDT,any_view_vote,independent_model_stage,17,719,0.02364394993045897
55,ai_program_augmented,development_holdout,pooled_nine_consensus,ETHUSDT,two_view_side_agreement,independent_model_stage,5,719,0.006954102920723227
55,ai_program_augmented,development_holdout,pooled_nine_consensus,ETHUSDT,all_view_positive,exact_rule_stage,2,719,0.0027816411682892906
55,ai_program_augmented,development_holdout,pooled_nine_consensus,ETHUSDT,all_view_positive_preferred,exact_rule_stage,2,719,0.0027816411682892906
55,ai_program_augmented,development_holdout,pooled_nine_consensus,ETHUSDT,all_view_seed_supported,exact_rule_stage,2,719,0.0027816411682892906
55,ai_program_augmented,development_holdout,pooled_nine_consensus,ETHUSDT,controller_model_eligible,controller_stage,2,719,0.0027816411682892906
55,ai_program_augmented,development_holdout,pooled_nine_consensus,ETHUSDT,liquidity_eligible,market_gate,462,719,0.6425591098748261
55,ai_program_augmented,development_holdout,pooled_nine_consensus,ETHUSDT,volatility_eligible,market_gate,715,719,0.9944367176634215
55,ai_program_augmented,development_holdout,pooled_nine_consensus,ETHUSDT,model_plus_liquidity,controller_stage,2,719,0.0027816411682892906
55,ai_program_augmented,development_holdout,pooled_nine_consensus,ETHUSDT,model_plus_volatility,controller_stage,2,719,0.0027816411682892906
55,ai_program_augmented,development_holdout,pooled_nine_consensus,ETHUSDT,market_eligible,controller_stage,2,719,0.0027816411682892906
55,ai_program_augmented,development_holdout,pooled_nine_consensus,ETHUSDT,market_eligible_long,controller_side,2,719,0.0027816411682892906
55,ai_program_augmented,development_holdout,pooled_nine_consensus,ETHUSDT,market_eligible_short,controller_side,0,719,0.0
55,ai_program_augmented,development_holdout,pooled_nine_consensus,SOLUSDT,all_rows,denominator,719,719,1.0
55,ai_program_augmented,development_holdout,pooled_nine_consensus,SOLUSDT,any_view_vote,independent_model_stage,17,719,0.02364394993045897
55,ai_program_augmented,development_holdout,pooled_nine_consensus,SOLUSDT,two_view_side_agreement,independent_model_stage,4,719,0.005563282336578581
55,ai_program_augmented,development_holdout,pooled_nine_consensus,SOLUSDT,all_view_positive,exact_rule_stage,2,719,0.0027816411682892906
55,ai_program_augmented,development_holdout,pooled_nine_consensus,SOLUSDT,all_view_positive_preferred,exact_rule_stage,2,719,0.0027816411682892906
55,ai_program_augmented,development_holdout,pooled_nine_consensus,SOLUSDT,all_view_seed_supported,exact_rule_stage,2,719,0.0027816411682892906
55,ai_program_augmented,development_holdout,pooled_nine_consensus,SOLUSDT,controller_model_eligible,controller_stage,3,719,0.004172461752433936
55,ai_program_augmented,development_holdout,pooled_nine_consensus,SOLUSDT,liquidity_eligible,market_gate,472,719,0.6564673157162726
55,ai_program_augmented,development_holdout,pooled_nine_consensus,SOLUSDT,volatility_eligible,market_gate,717,719,0.9972183588317107
55,ai_program_augmented,development_holdout,pooled_nine_consensus,SOLUSDT,model_plus_liquidity,controller_stage,3,719,0.004172461752433936
55,ai_program_augmented,development_holdout,pooled_nine_consensus,SOLUSDT,model_plus_volatility,controller_stage,3,719,0.004172461752433936
55,ai_program_augmented,development_holdout,pooled_nine_consensus,SOLUSDT,market_eligible,controller_stage,3,719,0.004172461752433936
55,ai_program_augmented,development_holdout,pooled_nine_consensus,SOLUSDT,market_eligible_long,controller_side,3,719,0.004172461752433936
55,ai_program_augmented,development_holdout,pooled_nine_consensus,SOLUSDT,market_eligible_short,controller_side,0,719,0.0
